Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
cntStoreShelfSingleTopHardware01,blocks,Block,false,false,Store Shelf Single Top Hardware01,,,,,,,,,,,,,
cntStoreShelfSingleTopHardware02,blocks,Block,false,false,Store Shelf Single Top Hardware02,,,,,,,,,,,,,
cntStoreShelfSingleTopHardwareRandomLootHelper,blocks,Block,false,false,Store Shelf Single Top Hardware Random Loot Helper,,,,,,,,,,,,,
cntStoreShelfSingleTopShoesEmpty,blocks,Block,false,false,Store Shelf Single Top Shoes Empty,,,,,,,,,,,,,
cntStoreShelfSingleTopShoesFull,blocks,Block,false,false,Store Shelf Single Top Shoes Full,,,,,,,,,,,,,
cntStoreShelfSingleTopShoesRandomLootHelper,blocks,Block,false,false,Store Shelf Single Top Shoes Random Loot Helper,,,,,,,,,,,,,
cntStoreShelfSingleTopTrash01,blocks,Block,false,false,Store Shelf Single Top Trash01,,,,,,,,,,,,,
cntStoreShelfSingleTopTrash02,blocks,Block,false,false,Store Shelf Single Top Trash02,,,,,,,,,,,,,
cntStoveModernVer1Closed,blocks,Block,false,false,Stove Modern Ver1 Closed,,,,,,,,,,,,,
cntStoveModernVer1Closed_Player,blocks,Block,false,false,Stove Modern Ver1 Closed Player,,,,,,,,,,,,,
cntStoveModernVer2Open,blocks,Block,false,false,Stove Modern Ver2 Open,,,,,,,,,,,,,
cntStoveOldVer1Closed,blocks,Block,false,false,Stove Old Ver1 Closed,,,,,,,,,,,,,
cntStoveOldVer1Closed_Player,blocks,Block,false,false,Stove Old Ver1 Closed Player,,,,,,,,,,,,,
cntStoveOldVer2Open,blocks,Block,false,false,Stove Old Ver2 Open,,,,,,,,,,,,,
cntStoveRandomLootHelper,blocks,Block,false,false,Stove Random Loot Helper,,,,,,,,,,,,,
cntStreetRandomLootHelper,blocks,Block,false,false,Street Random Loot Helper,,,,,,,,,,,,,
cntSuitcase,blocks,Block,false,false,Suitcase,,,,,,,,,,,,,
cntTestCashRegister,blocks,Block,false,false,Test Cash Register,,,,,,,,,,,,,
cntTestTreasureChest,blocks,Block,false,false,Test Treasure Chest,,,,,,,,,,,,,
cntTestTreasureChestInsecure,blocks,Block,false,false,Test Treasure Chest Insecure,,,,,,,,,,,,,
cntTiltTruckEmpty,blocks,Block,false,false,Tilt Truck Empty,,,,,,,,,,,,,
cntTiltTruckFull,blocks,Block,false,false,Tilt Truck Full,,,,,,,,,,,,,
cntTiltTruckFullFlies,blocks,Block,false,false,Tilt Truck Full Flies,,,,,,,,,,,,,
cntTiltTruckRandomLootHelper,blocks,Block,false,false,Tilt Truck Random Loot Helper,,,,,,,,,,,,,
cntToaster,blocks,Block,false,false,Toaster,,,,,,,,,,,,,
cntToilet01,blocks,Block,false,false,Toilet01,,,,,,,,,,,,,
cntToilet02,blocks,Block,false,false,Toilet02,,,,,,,,,,,,,
cntToilet03,blocks,Block,false,false,Toilet03,,,,,,,,,,,,,
cntToolBoxClosedBlue,blocks,Block,false,false,Tool Box Closed Blue,,,,,,,,,,,,,
cntToolBoxClosedGreen,blocks,Block,false,false,Tool Box Closed Green,,,,,,,,,,,,,
cntToolBoxClosedGrey,blocks,Block,false,false,Tool Box Closed Grey,,,,,,,,,,,,,
cntToolBoxClosedRed,blocks,Block,false,false,Tool Box Closed Red,,,,,,,,,,,,,
cntToolBoxClosedWhite,blocks,Block,false,false,Tool Box Closed White,,,,,,,,,,,,,
cntToolBoxClosedYellow,blocks,Block,false,false,Tool Box Closed Yellow,,,,,,,,,,,,,
cntToolBoxOffsetClosedBlue,blocks,Block,false,false,Tool Box Offset Closed Blue,,,,,,,,,,,,,
cntToolBoxOffsetClosedGreen,blocks,Block,false,false,Tool Box Offset Closed Green,,,,,,,,,,,,,
cntToolBoxOffsetClosedGrey,blocks,Block,false,false,Tool Box Offset Closed Grey,,,,,,,,,,,,,
cntToolBoxOffsetClosedRed,blocks,Block,false,false,Tool Box Offset Closed Red,,,,,,,,,,,,,
cntToolBoxOffsetClosedWhite,blocks,Block,false,false,Tool Box Offset Closed White,,,,,,,,,,,,,
cntToolBoxOffsetClosedYellow,blocks,Block,false,false,Tool Box Offset Closed Yellow,,,,,,,,,,,,,
cntToolBoxOffsetOpenBlue,blocks,Block,false,false,Tool Box Offset Open Blue,,,,,,,,,,,,,
cntToolBoxOffsetOpenGreen,blocks,Block,false,false,Tool Box Offset Open Green,,,,,,,,,,,,,
cntToolBoxOffsetOpenGrey,blocks,Block,false,false,Tool Box Offset Open Grey,,,,,,,,,,,,,
cntToolBoxOffsetOpenRed,blocks,Block,false,false,Tool Box Offset Open Red,,,,,,,,,,,,,
cntToolBoxOffsetOpenWhite,blocks,Block,false,false,Tool Box Offset Open White,,,,,,,,,,,,,
cntToolBoxOffsetOpenYellow,blocks,Block,false,false,Tool Box Offset Open Yellow,,,,,,,,,,,,,
cntToolBoxOffsetRandomLootHelperBlue,blocks,Block,false,false,Tool Box Offset Random Loot Helper Blue,,,,,,,,,,,,,
cntToolBoxOffsetRandomLootHelperGreen,blocks,Block,false,false,Tool Box Offset Random Loot Helper Green,,,,,,,,,,,,,
cntToolBoxOffsetRandomLootHelperGrey,blocks,Block,false,false,Tool Box Offset Random Loot Helper Grey,,,,,,,,,,,,,
cntToolBoxOffsetRandomLootHelperRed,blocks,Block,false,false,Tool Box Offset Random Loot Helper Red,,,,,,,,,,,,,
cntToolBoxOffsetRandomLootHelperWhite,blocks,Block,false,false,Tool Box Offset Random Loot Helper White,,,,,,,,,,,,,
cntToolBoxOffsetRandomLootHelperYellow,blocks,Block,false,false,Tool Box Offset Random Loot Helper Yellow,,,,,,,,,,,,,
cntToolBoxOpenBlue,blocks,Block,false,false,Tool Box Open Blue,,,,,,,,,,,,,
cntToolBoxOpenGreen,blocks,Block,false,false,Tool Box Open Green,,,,,,,,,,,,,
cntToolBoxOpenGrey,blocks,Block,false,false,Tool Box Open Grey,,,,,,,,,,,,,
cntToolBoxOpenRed,blocks,Block,false,false,Tool Box Open Red,,,,,,,,,,,,,
cntToolBoxOpenWhite,blocks,Block,false,false,Tool Box Open White,,,,,,,,,,,,,
cntToolBoxOpenYellow,blocks,Block,false,false,Tool Box Open Yellow,,,,,,,,,,,,,
cntToolBoxRandomLootHelperBlue,blocks,Block,false,false,Tool Box Random Loot Helper Blue,,,,,,,,,,,,,
cntToolBoxRandomLootHelperGreen,blocks,Block,false,false,Tool Box Random Loot Helper Green,,,,,,,,,,,,,
cntToolBoxRandomLootHelperGrey,blocks,Block,false,false,Tool Box Random Loot Helper Grey,,,,,,,,,,,,,
cntToolBoxRandomLootHelperRed,blocks,Block,false,false,Tool Box Random Loot Helper Red,,,,,,,,,,,,,
cntToolBoxRandomLootHelperWhite,blocks,Block,false,false,Tool Box Random Loot Helper White,,,,,,,,,,,,,
cntToolBoxRandomLootHelperYellow,blocks,Block,false,false,Tool Box Random Loot Helper Yellow,,,,,,,,,,,,,
cntTraderSuperChest,blocks,Block,false,false,Trader Super Chest,,,,,,,,,,,,,
cntTrashBinCommercialBlack,blocks,Block,false,false,Trash Bin Commercial Black,,,,,,,,,,,,,
cntTrashBinCommercialBlue,blocks,Block,false,false,Trash Bin Commercial Blue,,,,,,,,,,,,,
cntTrashBinCommercialBrown,blocks,Block,false,false,Trash Bin Commercial Brown,,,,,,,,,,,,,
cntTrashBinCommercialGreen,blocks,Block,false,false,Trash Bin Commercial Green,,,,,,,,,,,,,
cntTrashBinCommercialGrey,blocks,Block,false,false,Trash Bin Commercial Grey,,,,,,,,,,,,,
cntTrashBinCommercialOrange,blocks,Block,false,false,Trash Bin Commercial Orange,,,,,,,,,,,,,
cntTrashBinCommercialPurple,blocks,Block,false,false,Trash Bin Commercial Purple,,,,,,,,,,,,,
cntTrashBinCommercialRed,blocks,Block,false,false,Trash Bin Commercial Red,,,,,,,,,,,,,
cntTrashBinCommercialWhite,blocks,Block,false,false,Trash Bin Commercial White,,,,,,,,,,,,,
cntTrashBinCommercialYellow,blocks,Block,false,false,Trash Bin Commercial Yellow,,,,,,,,,,,,,
cntTrashBoxRandomLootHelper,blocks,Block,false,false,Trash Box Random Loot Helper,,,,,,,,,,,,,
cntTrashPile01,blocks,Block,false,false,Trash Pile01,,,,,,,,,,,,,
cntTrashPile02,blocks,Block,false,false,Trash Pile02,,,,,,,,,,,,,
cntTrashPile03,blocks,Block,false,false,Trash Pile03,,,,,,,,,,,,,
cntTrashPile04,blocks,Block,false,false,Trash Pile04,,,,,,,,,,,,,
cntTrashPile05,blocks,Block,false,false,Trash Pile05,,,,,,,,,,,,,
cntTrashPile06,blocks,Block,false,false,Trash Pile06,,,,,,,,,,,,,
cntTrashPile07,blocks,Block,false,false,Trash Pile07,,,,,,,,,,,,,
cntTrashPile08,blocks,Block,false,false,Trash Pile08,,,,,,,,,,,,,
cntTrashPile09,blocks,Block,false,false,Trash Pile09,,,,,,,,,,,,,
cntTroughPigEmpty,blocks,Block,false,false,Trough Pig Empty,,,,,,,,,,,,,
cntTroughPigFull,blocks,Block,false,false,Trough Pig Full,,,,,,,,,,,,,
cntTroughPigRandomHelper,blocks,Block,false,false,Trough Pig Random Helper,,,,,,,,,,,,,
cntUtilityCart,blocks,Block,false,false,Utility Cart,,,,,,,,,,,,,
cntUtilityCartBlackRandomLootHelper,blocks,Block,false,false,Utility Cart Black Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartBlueRandomLootHelper,blocks,Block,false,false,Utility Cart Blue Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartBrownRandomLootHelper,blocks,Block,false,false,Utility Cart Brown Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartEmpty,blocks,Block,false,false,Utility Cart Empty,,,,,,,,,,,,,
cntUtilityCartEmptyBlack,blocks,Block,false,false,Utility Cart Empty Black,,,,,,,,,,,,,
cntUtilityCartEmptyBlue,blocks,Block,false,false,Utility Cart Empty Blue,,,,,,,,,,,,,
cntUtilityCartEmptyBrown,blocks,Block,false,false,Utility Cart Empty Brown,,,,,,,,,,,,,
cntUtilityCartEmptyGreen,blocks,Block,false,false,Utility Cart Empty Green,,,,,,,,,,,,,
cntUtilityCartEmptyGrey,blocks,Block,false,false,Utility Cart Empty Grey,,,,,,,,,,,,,
cntUtilityCartEmptyRed,blocks,Block,false,false,Utility Cart Empty Red,,,,,,,,,,,,,
cntUtilityCartEmptyYellow,blocks,Block,false,false,Utility Cart Empty Yellow,,,,,,,,,,,,,
cntUtilityCartFull,blocks,Block,false,false,Utility Cart Full,,,,,,,,,,,,,
cntUtilityCartFullBlack,blocks,Block,false,false,Utility Cart Full Black,,,,,,,,,,,,,
cntUtilityCartFullBlue,blocks,Block,false,false,Utility Cart Full Blue,,,,,,,,,,,,,
cntUtilityCartFullBrown,blocks,Block,false,false,Utility Cart Full Brown,,,,,,,,,,,,,
cntUtilityCartFullGreen,blocks,Block,false,false,Utility Cart Full Green,,,,,,,,,,,,,
cntUtilityCartFullGrey,blocks,Block,false,false,Utility Cart Full Grey,,,,,,,,,,,,,
cntUtilityCartFullRed,blocks,Block,false,false,Utility Cart Full Red,,,,,,,,,,,,,
cntUtilityCartFullYellow,blocks,Block,false,false,Utility Cart Full Yellow,,,,,,,,,,,,,
cntUtilityCartGreenRandomLootHelper,blocks,Block,false,false,Utility Cart Green Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartGreyRandomLootHelper,blocks,Block,false,false,Utility Cart Grey Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartRandomLootHelper,blocks,Block,false,false,Utility Cart Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartRedRandomLootHelper,blocks,Block,false,false,Utility Cart Red Random Loot Helper,,,,,,,,,,,,,
cntUtilityCartYellowRandomLootHelper,blocks,Block,false,false,Utility Cart Yellow Random Loot Helper,,,,,,,,,,,,,
cntUtilityStoreCratesRandomLootHelper,blocks,Block,false,false,Utility Store Crates Random Loot Helper,,,,,,,,,,,,,
cntVendingMachine,blocks,Block,false,false,Vending Machine,,,,,,,,,,,,,
cntVendingMachine2,blocks,Block,false,false,Vending Machine2,,,,,,,,,,,,,
cntVendingMachine2Broken,blocks,Block,false,false,Vending Machine2 Broken,,,,,,,,,,,,,
cntVendingMachine2RandomLootHelper,blocks,Block,false,false,Vending Machine2 Random Loot Helper,,,,,,,,,,,,,
cntVendingMachineEnergy,blocks,Block,false,false,Vending Machine Energy,,,,,,,,,,,,,
cntVendingMachineEnergyBroken,blocks,Block,false,false,Vending Machine Energy Broken,,,,,,,,,,,,,
cntVendingMachineSnacksEmpty,blocks,Block,false,false,Vending Machine Snacks Empty,,,,,,,,,,,,,
cntVendingMachineSnacksEmptyBroken,blocks,Block,false,false,Vending Machine Snacks Empty Broken,,,,,,,,,,,,,
cntVendingMachineSnacksFull,blocks,Block,false,false,Vending Machine Snacks Full,,,,,,,,,,,,,
cntVendingMachineSnacksFullBroken,blocks,Block,false,false,Vending Machine Snacks Full Broken,,,,,,,,,,,,,
cntVendingMachineSnacksRandomLootHelper,blocks,Block,false,false,Vending Machine Snacks Random Loot Helper,,,,,,,,,,,,,
cntVendingMachineTrader,blocks,Block,false,false,Vending Machine Trader,,,,,,,,,,,,,
cntVendingMachineWater,blocks,Block,false,false,Vending Machine Water,,,,,,,,,,,,,
cntVendingMachineWaterBroken,blocks,Block,false,false,Vending Machine Water Broken,,,,,,,,,,,,,
cntWallSafe,blocks,Block,false,false,Wall Safe,,,,,,,,,,,,,
cntWallSafeHarperLane,blocks,Block,false,false,Wall Safe Harper Lane,,,,,,,,,,,,,
cntWallSafeInsecure,blocks,Block,false,false,Wall Safe Insecure,,,,,,,,,,,,,
cntWallSafeInsecure_Player,blocks,Block,false,false,Wall Safe Insecure Player,,,,,,,,,,,,,
cntWallSafeNonPaintingRandomLootHelper,blocks,Block,false,false,Wall Safe Non Painting Random Loot Helper,,,,,,,,,,,,,
cntWallSafeOpen,blocks,Block,false,false,Wall Safe Open,,,,,,,,,,,,,
cntWallSafeRandomLootHelper,blocks,Block,false,false,Wall Safe Random Loot Helper,,,,,,,,,,,,,
cntWallSafeShamway,blocks,Block,false,false,Wall Safe Shamway,,,,,,,,,,,,,
cntWallSafeShamwayInsecure,blocks,Block,false,false,Wall Safe Shamway Insecure,,,,,,,,,,,,,
cntWallSafe_Player,blocks,Block,false,false,Wall Safe Player,,,,,,,,,,,,,
cntWasherClosed,blocks,Block,false,false,Washer Closed,,,,,,,,,,,,,
cntWasherClosed_Player,blocks,Block,false,false,Washer Closed Player,,,,,,,,,,,,,
cntWasherIndustrialClosed,blocks,Block,false,false,Washer Industrial Closed,,,,,,,,,,,,,
cntWasherIndustrialOpen,blocks,Block,false,false,Washer Industrial Open,,,,,,,,,,,,,
cntWasherIndustrialRandomLootHelper,blocks,Block,false,false,Washer Industrial Random Loot Helper,,,,,,,,,,,,,
cntWasherIndustrialTipped,blocks,Block,false,false,Washer Industrial Tipped,,,,,,,,,,,,,
cntWasherIndustrialTippedRandomLootHelper,blocks,Block,false,false,Washer Industrial Tipped Random Loot Helper,,,,,,,,,,,,,
cntWasherOpen,blocks,Block,false,false,Washer Open,,,,,,,,,,,,,
cntWasherRandomLootHelper,blocks,Block,false,false,Washer Random Loot Helper,,,,,,,,,,,,,
cntWastelandRandomLootHelper,blocks,Block,false,false,Wasteland Random Loot Helper,,,,,,,,,,,,,
cntWaterCoolerBottle,blocks,Block,false,false,Water Cooler Bottle,,,,,,,,,,,,,
cntWaterCoolerBottleSideCentered,blocks,Block,false,false,Water Cooler Bottle Side Centered,,,,,,,,,,,,,
cntWaterCoolerFull,blocks,Block,false,false,Water Cooler Full,,,,,,,,,,,,,
cntWaterCoolerFullSideCentered,blocks,Block,false,false,Water Cooler Full Side Centered,,,,,,,,,,,,,
cntWeaponsBagLarge,blocks,Block,false,false,Weapons Bag Large,,,,,,,,,,,,,
cntWeaponsBagSmall,blocks,Block,false,false,Weapons Bag Small,,,,,,,,,,,,,
cntWoodBurningStove,blocks,Block,false,false,Wood Burning Stove,,,,,,,,,,,,,
cntWoodFurnitureBlockVariantHelper,blocks,Block,false,false,Wood Furniture Block Variant Helper,,,,,,,,,,,,,
cntWoodFurnitureBlockVariantHelper2,blocks,Block,false,false,Wood Furniture Block Variant Helper2,,,,,,,,,,,,,
cntWoodWritableCrate,blocks,Block,false,false,Wood Writable Crate,,,,,,,,,,,,,
cntWoodWritableCrateInsecure,blocks,Block,false,false,Wood Writable Crate Insecure,,,,,,,,,,,,,
cntWoodenChestClosed,blocks,Block,false,false,Wooden Chest Closed,,,,,,,,,,,,,
cntWoodenChestMilitaryClosed,blocks,Block,false,false,Wooden Chest Military Closed,,,,,,,,,,,,,
cntWoodenChestMilitaryOpen,blocks,Block,false,false,Wooden Chest Military Open,,,,,,,,,,,,,
cntWoodenChestMilitaryRandomLootHelper,blocks,Block,false,false,Wooden Chest Military Random Loot Helper,,,,,,,,,,,,,
cntWoodenChestOpen,blocks,Block,false,false,Wooden Chest Open,,,,,,,,,,,,,
cntWoodenChestRandomLootHelper,blocks,Block,false,false,Wooden Chest Random Loot Helper,,,,,,,,,,,,,
cntWoodenChestRottenClosed,blocks,Block,false,false,Wooden Chest Rotten Closed,,,,,,,,,,,,,
cntWoodenChestRottenOpen,blocks,Block,false,false,Wooden Chest Rotten Open,,,,,,,,,,,,,
cntWoodenChestRottenRandomLootHelper,blocks,Block,false,false,Wooden Chest Rotten Random Loot Helper,,,,,,,,,,,,,
cntWorkbenchBustedRandomLootHelper,blocks,Block,false,false,Workbench Busted Random Loot Helper,,,,,,,,,,,,,
cntYardRandomLootHelper,blocks,Block,false,false,Yard Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryBlackRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Black Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryBlueRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Blue Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryBrownRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Brown Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryEmptyBlack,blocks,Block,false,false,Cntbasket Laundry Empty Black,,,,,,,,,,,,,
cntbasketLaundryEmptyBlue,blocks,Block,false,false,Cntbasket Laundry Empty Blue,,,,,,,,,,,,,
cntbasketLaundryEmptyBrown,blocks,Block,false,false,Cntbasket Laundry Empty Brown,,,,,,,,,,,,,
cntbasketLaundryEmptyGreen,blocks,Block,false,false,Cntbasket Laundry Empty Green,,,,,,,,,,,,,
cntbasketLaundryEmptyGrey,blocks,Block,false,false,Cntbasket Laundry Empty Grey,,,,,,,,,,,,,
cntbasketLaundryEmptyOrange,blocks,Block,false,false,Cntbasket Laundry Empty Orange,,,,,,,,,,,,,
cntbasketLaundryEmptyRed,blocks,Block,false,false,Cntbasket Laundry Empty Red,,,,,,,,,,,,,
cntbasketLaundryEmptyWhite,blocks,Block,false,false,Cntbasket Laundry Empty White,,,,,,,,,,,,,
cntbasketLaundryEmptyYellow,blocks,Block,false,false,Cntbasket Laundry Empty Yellow,,,,,,,,,,,,,
cntbasketLaundryFullBlack,blocks,Block,false,false,Cntbasket Laundry Full Black,,,,,,,,,,,,,
cntbasketLaundryFullBlue,blocks,Block,false,false,Cntbasket Laundry Full Blue,,,,,,,,,,,,,
cntbasketLaundryFullBrown,blocks,Block,false,false,Cntbasket Laundry Full Brown,,,,,,,,,,,,,
cntbasketLaundryFullGreen,blocks,Block,false,false,Cntbasket Laundry Full Green,,,,,,,,,,,,,
cntbasketLaundryFullGrey,blocks,Block,false,false,Cntbasket Laundry Full Grey,,,,,,,,,,,,,
cntbasketLaundryFullOrange,blocks,Block,false,false,Cntbasket Laundry Full Orange,,,,,,,,,,,,,
cntbasketLaundryFullRed,blocks,Block,false,false,Cntbasket Laundry Full Red,,,,,,,,,,,,,
cntbasketLaundryFullWhite,blocks,Block,false,false,Cntbasket Laundry Full White,,,,,,,,,,,,,
cntbasketLaundryFullYellow,blocks,Block,false,false,Cntbasket Laundry Full Yellow,,,,,,,,,,,,,
cntbasketLaundryGreenRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Green Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryGreyRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Grey Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryOrangeRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Orange Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryRedRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Red Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryWhiteRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry White Random Loot Helper,,,,,,,,,,,,,
cntbasketLaundryYellowRandomLootHelper,blocks,Block,false,false,Cntbasket Laundry Yellow Random Loot Helper,,,,,,,,,,,,,
cntbinTrashRollingBlue,blocks,Block,false,false,Cntbin Trash Rolling Blue,,,,,,,,,,,,,
cntbinTrashRollingBrown,blocks,Block,false,false,Cntbin Trash Rolling Brown,,,,,,,,,,,,,
cntbinTrashRollingGreen,blocks,Block,false,false,Cntbin Trash Rolling Green,,,,,,,,,,,,,
cntbinTrashRollingGrey,blocks,Block,false,false,Cntbin Trash Rolling Grey,,,,,,,,,,,,,
cntbinTrashRollingOrange,blocks,Block,false,false,Cntbin Trash Rolling Orange,,,,,,,,,,,,,
cntbinTrashRollingRed,blocks,Block,false,false,Cntbin Trash Rolling Red,,,,,,,,,,,,,
cntbinTrashRollingWhite,blocks,Block,false,false,Cntbin Trash Rolling White,,,,,,,,,,,,,
cntbinTrashRollingYellow,blocks,Block,false,false,Cntbin Trash Rolling Yellow,,,,,,,,,,,,,
cntgasRangeBlack,blocks,Block,false,false,Cntgas Range Black,,,,,,,,,,,,,
cntgasRangeGrey,blocks,Block,false,false,Cntgas Range Grey,,,,,,,,,,,,,
cntgasRangeWhite,blocks,Block,false,false,Cntgas Range White,,,,,,,,,,,,,
cntshelfSupplyOfficeBlueRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Blue Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeBrownRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Brown Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyBlue,blocks,Block,false,false,Cntshelf Supply Office Empty Blue,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyBrown,blocks,Block,false,false,Cntshelf Supply Office Empty Brown,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyGreen,blocks,Block,false,false,Cntshelf Supply Office Empty Green,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyGrey,blocks,Block,false,false,Cntshelf Supply Office Empty Grey,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyOrange,blocks,Block,false,false,Cntshelf Supply Office Empty Orange,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyPink,blocks,Block,false,false,Cntshelf Supply Office Empty Pink,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyPurple,blocks,Block,false,false,Cntshelf Supply Office Empty Purple,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyRed,blocks,Block,false,false,Cntshelf Supply Office Empty Red,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyWhite,blocks,Block,false,false,Cntshelf Supply Office Empty White,,,,,,,,,,,,,
cntshelfSupplyOfficeEmptyYellow,blocks,Block,false,false,Cntshelf Supply Office Empty Yellow,,,,,,,,,,,,,
cntshelfSupplyOfficeFullBlue,blocks,Block,false,false,Cntshelf Supply Office Full Blue,,,,,,,,,,,,,
cntshelfSupplyOfficeFullBrown,blocks,Block,false,false,Cntshelf Supply Office Full Brown,,,,,,,,,,,,,
cntshelfSupplyOfficeFullGreen,blocks,Block,false,false,Cntshelf Supply Office Full Green,,,,,,,,,,,,,
cntshelfSupplyOfficeFullGrey,blocks,Block,false,false,Cntshelf Supply Office Full Grey,,,,,,,,,,,,,
cntshelfSupplyOfficeFullOrange,blocks,Block,false,false,Cntshelf Supply Office Full Orange,,,,,,,,,,,,,
cntshelfSupplyOfficeFullPink,blocks,Block,false,false,Cntshelf Supply Office Full Pink,,,,,,,,,,,,,
cntshelfSupplyOfficeFullPurple,blocks,Block,false,false,Cntshelf Supply Office Full Purple,,,,,,,,,,,,,
cntshelfSupplyOfficeFullRed,blocks,Block,false,false,Cntshelf Supply Office Full Red,,,,,,,,,,,,,
cntshelfSupplyOfficeFullWhite,blocks,Block,false,false,Cntshelf Supply Office Full White,,,,,,,,,,,,,
cntshelfSupplyOfficeFullYellow,blocks,Block,false,false,Cntshelf Supply Office Full Yellow,,,,,,,,,,,,,
cntshelfSupplyOfficeGreenRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Green Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeGreyRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Grey Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeOrangeRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Orange Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficePinkRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Pink Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficePurpleRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Purple Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeRedRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Red Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeWhiteRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office White Random Loot Helper,,,,,,,,,,,,,
cntshelfSupplyOfficeYellowRandomLootHelper,blocks,Block,false,false,Cntshelf Supply Office Yellow Random Loot Helper,,,,,,,,,,,,,
cntwallOvenBlackRandomLootHelper,blocks,Block,false,false,Cntwall Oven Black Random Loot Helper,,,,,,,,,,,,,
cntwallOvenEmptyBlack,blocks,Block,false,false,Cntwall Oven Empty Black,,,,,,,,,,,,,
cntwallOvenEmptyGrey,blocks,Block,false,false,Cntwall Oven Empty Grey,,,,,,,,,,,,,
cntwallOvenEmptyWhite,blocks,Block,false,false,Cntwall Oven Empty White,,,,,,,,,,,,,
cntwallOvenFullBlack,blocks,Block,false,false,Cntwall Oven Full Black,,,,,,,,,,,,,
cntwallOvenFullBlack_Player,blocks,Block,false,false,Cntwall Oven Full Black Player,,,,,,,,,,,,,
cntwallOvenFullGrey,blocks,Block,false,false,Cntwall Oven Full Grey,,,,,,,,,,,,,
cntwallOvenFullGrey_Player,blocks,Block,false,false,Cntwall Oven Full Grey Player,,,,,,,,,,,,,
cntwallOvenFullWhite,blocks,Block,false,false,Cntwall Oven Full White,,,,,,,,,,,,,
cntwallOvenFullWhite_Player,blocks,Block,false,false,Cntwall Oven Full White Player,,,,,,,,,,,,,
cntwallOvenGreyRandomLootHelper,blocks,Block,false,false,Cntwall Oven Grey Random Loot Helper,,,,,,,,,,,,,
cntwallOvenWhiteRandomLootHelper,blocks,Block,false,false,Cntwall Oven White Random Loot Helper,,,,,,,,,,,,,
cobblestoneMaster,blocks,Block,false,false,Cobblestone,,,,,,,,,,,,,
cobblestoneShapes,blocks,Block,false,false,Cobblestone Shapes,,,,,,,,,,,,,
cobweb,blocks,Block,false,false,Cobweb,,,,,,,,,,,,,
commercialBlindsBottom,blocks,Block,false,false,Commercial Blinds Bottom,,,,,,,,,,,,,
commercialBlindsTop,blocks,Block,false,false,Commercial Blinds Top,,,,,,,,,,,,,
commercialBulletproofGlassDoor,blocks,Block,false,false,Commercial Bulletproof Glass Door,,,,,,,,,,,,,
